Sep=,
DAQ,Date,Time,A0,A3,B5,Humidity (SCD30),CO2 (SCD30),VOC(SGP40)
1,0-1-1,0:20:15,0.22,0.24,102,33.5,463.0,32799
1,0-1-1,0:20:18,0.22,0.24,87,33.46,460.0,32790
1,0-1-1,0:20:22,0.22,0.24,109,33.48,461.0,32807
1,0-1-1,0:20:25,0.22,0.24,91,33.49,462.0,32826
1,0-1-1,0:20:28,0.22,0.24,86,33.48,462.0,32831
1,0-1-1,0:20:31,0.22,0.24,60,33.44,464.0,32835
1,0-1-1,0:20:34,0.22,0.24,109,33.56,464.0,32838
1,0-1-1,0:20:37,0.22,0.24,65,33.51,463.0,32847
1,0-1-1,0:20:41,0.22,0.24,101,33.51,461.0,32854
1,0-1-1,0:20:44,0.22,0.24,98,33.48,460.0,32867
1,0-1-1,0:20:47,0.22,0.24,98,33.46,458.0,32867
1,0-1-1,0:20:50,0.22,0.24,94,33.5,460.0,32870
1,0-1-1,0:20:53,0.22,0.24,85,33.45,460.0,32879
1,0-1-1,0:20:56,0.22,0.24,106,33.51,458.0,32890
1,0-1-1,0:21:0,0.22,0.24,72,33.49,454.0,32911
1,0-1-1,0:21:3,0.22,0.24,112,33.45,456.0,32911
1,0-1-1,0:21:6,0.22,0.24,53,33.45,455.0,32910
1,0-1-1,0:21:9,0.21,0.24,105,33.44,457.0,32927
1,0-1-1,0:21:12,0.22,0.24,81,33.45,457.0,32938
1,0-1-1,0:21:15,0.22,0.24,97,33.43,458.0,32931
1,0-1-1,0:21:18,0.22,0.24,80,33.41,457.0,32947
1,0-1-1,0:21:22,0.22,0.24,105,33.44,455.0,32958
1,0-1-1,0:21:25,0.22,0.24,93,33.41,454.0,32975
1,0-1-1,0:21:28,0.22,0.24,92,33.41,455.0,32998
1,0-1-1,0:21:31,0.22,0.24,104,33.43,454.0,33019
1,0-1-1,0:21:34,0.22,0.24,57,33.38,457.0,33043
1,0-1-1,0:21:37,0.22,0.24,75,33.39,454.0,33038
1,0-1-1,0:21:41,0.22,0.24,31,33.35,454.0,33051
1,0-1-1,0:21:44,0.22,0.24,90,33.33,454.0,33054
1,0-1-1,0:21:47,0.22,0.24,87,33.38,456.0,33063
1,0-1-1,0:21:50,0.22,0.24,99,33.39,454.0,33067
1,0-1-1,0:21:53,0.22,0.24,92,33.36,453.0,33066
1,0-1-1,0:21:56,0.22,0.24,100,33.27,452.0,33083
1,0-1-1,0:22:0,0.22,0.24,85,33.3,454.0,33094
1,0-1-1,0:22:3,0.22,0.24,69,33.29,449.0,33107
1,0-1-1,0:22:6,0.22,0.24,96,33.29,452.0,33107
1,0-1-1,0:22:9,0.22,0.24,34,33.27,458.0,33102
1,0-1-1,0:22:12,0.21,0.24,83,33.38,456.0,33123
1,0-1-1,0:22:15,0.22,0.24,54,33.32,456.0,33138
1,0-1-1,0:22:18,0.22,0.24,69,33.33,448.0,33131
1,0-1-1,0:22:22,0.22,0.24,87,33.29,450.0,33147
1,0-1-1,0:22:25,0.22,0.24,60,33.27,444.0,33166
1,0-1-1,0:22:28,0.22,0.24,77,33.3,443.0,33183
1,0-1-1,0:22:31,0.22,0.24,94,33.3,444.0,33182
1,0-1-1,0:22:34,0.22,0.24,93,33.35,445.0,33195
1,0-1-1,0:22:37,0.22,0.24,93,33.42,444.0,33215
1,0-1-1,0:22:41,0.22,0.24,97,33.46,445.0,33222
1,0-1-1,0:22:44,0.22,0.24,39,33.53,445.0,33235
1,0-1-1,0:22:47,0.22,0.24,89,33.52,445.0,33258
1,0-1-1,0:22:50,0.22,0.24,46,33.59,442.0,33267
1,0-1-1,0:22:53,0.22,0.24,89,33.56,445.0,33259
1,0-1-1,0:22:56,0.22,0.24,95,33.53,443.0,33258
1,0-1-1,0:23:0,0.22,0.24,83,33.56,443.0,33259
1,0-1-1,0:23:3,0.22,0.24,92,33.52,442.0,33270
1,0-1-1,0:23:6,0.22,0.24,79,33.55,442.0,33275
1,0-1-1,0:23:9,0.22,0.24,101,33.55,443.0,33275
1,0-1-1,0:23:12,0.22,0.24,86,33.55,444.0,33302
1,0-1-1,0:23:15,0.22,0.24,104,33.56,442.0,33319
1,0-1-1,0:23:18,0.22,0.24,31,33.53,443.0,33322
1,0-1-1,0:23:22,0.22,0.24,88,33.53,441.0,33331
1,0-1-1,0:23:25,0.21,0.24,51,33.51,442.0,33347
1,0-1-1,0:23:28,0.22,0.24,89,33.59,439.0,33346
1,0-1-1,0:23:31,0.22,0.24,89,33.55,439.0,33351
1,0-1-1,0:23:34,0.22,0.24,81,33.53,438.0,33358
1,0-1-1,0:23:37,0.22,0.24,86,33.55,440.0,33363
1,0-1-1,0:23:41,0.22,0.24,84,33.53,442.0,33363
1,0-1-1,0:23:44,0.22,0.24,86,33.52,443.0,33374
1,0-1-1,0:23:47,0.22,0.24,71,33.49,444.0,33399
1,0-1-1,0:23:50,0.22,0.24,95,33.52,445.0,33422
1,0-1-1,0:23:53,0.22,0.24,75,33.52,446.0,33407
1,0-1-1,0:23:56,0.22,0.24,79,33.49,445.0,33419
1,0-1-1,0:24:0,0.22,0.24,56,33.46,446.0,33430
1,0-1-1,0:24:3,0.22,0.24,79,33.48,446.0,33427
1,0-1-1,0:24:6,0.22,0.24,80,33.54,444.0,33442
1,0-1-1,0:24:9,0.22,0.24,95,33.48,444.0,33443
1,0-1-1,0:24:12,0.22,0.24,93,33.5,444.0,33455
1,0-1-1,0:24:15,0.22,0.24,93,33.47,442.0,33462
1,0-1-1,0:24:18,0.22,0.24,86,33.39,442.0,33451
1,0-1-1,0:24:22,0.22,0.24,52,33.44,441.0,33450
1,0-1-1,0:24:25,0.22,0.24,59,33.35,439.0,33459
1,0-1-1,0:24:28,0.22,0.24,134,33.37,439.0,33483
1,0-1-1,0:24:31,0.22,0.24,89,33.28,437.0,33498
1,0-1-1,0:24:34,0.22,0.24,58,33.29,437.0,33507
1,0-1-1,0:24:37,0.22,0.24,72,33.28,437.0,33506
1,0-1-1,0:24:41,0.22,0.24,29,33.22,438.0,33515
1,0-1-1,0:24:44,0.22,0.24,23,33.31,442.0,33531
1,0-1-1,0:24:47,0.22,0.24,27,33.29,442.0,33542
1,0-1-1,0:24:50,0.22,0.24,25,33.29,441.0,33543
1,0-1-1,0:24:53,0.22,0.24,28,33.38,444.0,33526
1,0-1-1,0:24:56,0.22,0.24,71,33.33,443.0,33535
1,0-1-1,0:24:0,0.22,0.24,88,33.34,442.0,33535
1,0-1-1,0:25:3,0.22,0.24,51,33.31,442.0,33546
1,0-1-1,0:25:6,0.22,0.24,47,33.32,442.0,33555
1,0-1-1,0:25:9,0.22,0.24,45,33.29,441.0,33570
1,0-1-1,0:25:12,0.22,0.24,61,33.29,441.0,33583
1,0-1-1,0:25:15,0.22,0.24,18,33.32,440.0,33599
1,0-1-1,0:25:18,0.22,0.24,11,33.44,440.0,33602
1,0-1-1,0:25:22,0.22,0.24,7,33.43,440.0,33635
1,0-1-1,0:25:25,0.22,0.24,14,33.42,440.0,33646
1,0-1-1,0:25:28,0.22,0.24,12,33.42,442.0,33651
1,0-1-1,0:25:31,0.22,0.24,91,33.51,439.0,33655
1,0-1-1,0:25:34,0.22,0.24,86,33.44,438.0,33666
1,0-1-1,0:25:37,0.22,0.24,114,33.45,435.0,33667
1,0-1-1,0:25:41,0.22,0.24,66,33.38,451.0,33678
1,0-1-1,0:25:44,0.22,0.24,150,33.39,433.0,33687
1,0-1-1,0:25:47,0.22,0.24,93,33.41,429.0,33695
1,0-1-1,0:25:50,0.22,0.24,90,33.42,424.0,33702
1,0-1-1,0:25:53,0.22,0.24,52,33.43,435.0,33719
1,0-1-1,0:25:57,0.22,0.24,5,33.39,439.0,33706
1,0-1-1,0:26:0,0.22,0.24,68,33.39,434.0,33719
1,0-1-1,0:26:3,0.22,0.24,52,33.42,445.0,33727
1,0-1-1,0:26:6,0.22,0.24,43,33.51,438.0,33742
1,0-1-1,0:26:9,0.22,0.24,55,33.51,438.0,33751
1,0-1-1,0:26:12,0.22,0.24,115,33.6,442.0,33762
1,0-1-1,0:26:15,0.22,0.24,71,33.54,439.0,33751
1,0-1-1,0:26:19,0.22,0.24,129,33.51,436.0,33755
1,0-1-1,0:26:22,0.22,0.24,96,33.46,429.0,33750
1,0-1-1,0:26:25,0.22,0.24,100,33.47,431.0,33767
1,0-1-1,0:26:28,0.22,0.24,49,33.51,436.0,33762
1,0-1-1,0:26:31,0.22,0.24,37,33.55,439.0,33771
1,0-1-1,0:26:34,0.21,0.24,42,33.54,436.0,33791
1,0-1-1,0:26:38,0.22,0.24,44,33.48,434.0,33806
1,0-1-1,0:26:41,0.22,0.24,32,33.45,434.0,33803
1,0-1-1,0:26:44,0.22,0.24,44,33.48,433.0,33806
1,0-1-1,0:26:47,0.22,0.24,105,33.51,431.0,33835
1,0-1-1,0:26:50,0.22,0.24,74,33.51,432.0,33847
1,0-1-1,0:26:53,0.22,0.24,118,33.51,433.0,33850
1,0-1-1,0:26:57,0.22,0.24,27,33.54,432.0,33859
1,0-1-1,0:27:0,0.22,0.24,11,33.55,433.0,33866
1,0-1-1,0:27:3,0.22,0.24,13,33.58,440.0,33883
1,0-1-1,0:27:6,0.22,0.24,16,33.61,438.0,33891
1,0-1-1,0:27:9,0.22,0.24,16,33.6,436.0,33882
1,0-1-1,0:27:12,0.22,0.24,18,33.61,438.0,33891
1,0-1-1,0:27:16,0.22,0.24,15,33.59,440.0,33890
1,0-1-1,0:27:19,0.22,0.24,14,33.59,440.0,33903
1,0-1-1,0:27:22,0.22,0.24,116,33.63,443.0,33911
1,0-1-1,0:27:25,0.22,0.24,82,33.6,443.0,33926
1,0-1-1,0:27:28,0.22,0.24,10,33.63,443.0,33927
1,0-1-1,0:27:31,0.22,0.24,98,33.63,442.0,33934
1,0-1-1,0:27:34,0.22,0.24,100,33.61,441.0,33931
1,0-1-1,0:27:38,0.22,0.24,70,33.53,442.0,33927
1,0-1-1,0:27:41,0.22,0.24,11,33.57,440.0,33930
1,0-1-1,0:27:44,0.22,0.24,9,33.49,439.0,33931
1,0-1-1,0:27:47,0.22,0.24,10,33.47,439.0,33942
1,0-1-1,0:27:50,0.22,0.24,11,33.51,441.0,33939
1,0-1-1,0:27:53,0.22,0.24,8,33.5,440.0,33947
1,0-1-1,0:27:57,0.22,0.24,39,33.53,439.0,33958
1,0-1-1,0:28:0,0.22,0.24,98,33.53,440.0,33971
1,0-1-1,0:28:3,0.22,0.24,47,33.54,440.0,33978
1,0-1-1,0:28:6,0.22,0.24,105,33.6,438.0,33987
1,0-1-1,0:28:9,0.22,0.24,72,33.6,439.0,33987
1,0-1-1,0:28:12,0.22,0.24,8,33.63,441.0,33998
1,0-1-1,0:28:16,0.22,0.24,4,33.66,443.0,33999
1,0-1-1,0:28:19,0.22,0.24,8,33.68,442.0,33998
1,0-1-1,0:28:22,0.22,0.24,8,33.7,441.0,34023
1,0-1-1,0:28:25,0.22,0.24,3,33.69,441.0,34027
1,0-1-1,0:28:28,0.22,0.24,6,33.68,440.0,34038
1,0-1-1,0:28:31,0.22,0.24,122,33.65,442.0,34039
1,0-1-1,0:28:35,0.22,0.24,82,33.68,440.0,34054
1,0-1-1,0:28:38,0.22,0.24,17,33.68,439.0,34043
1,0-1-1,0:28:41,0.22,0.24,98,33.65,436.0,34043
1,0-1-1,0:28:44,0.22,0.24,71,33.66,437.0,34050
1,0-1-1,0:28:47,0.22,0.24,102,33.73,437.0,34055
1,0-1-1,0:28:50,0.22,0.24,87,33.71,437.0,34066
1,0-1-1,0:28:54,0.22,0.24,95,33.71,439.0,34067
1,0-1-1,0:28:57,0.22,0.24,150,33.69,437.0,34067
1,0-1-1,0:29:0,0.22,0.24,65,33.72,438.0,34074
1,0-1-1,0:29:3,0.22,0.24,17,33.75,438.0,34083
1,0-1-1,0:29:7,0.22,0.24,25,33.81,438.0,34074
1,0-1-1,0:29:10,0.22,0.24,28,33.78,438.0,34083
1,0-1-1,0:29:13,0.22,0.24,13,33.82,439.0,34095
1,0-1-1,0:29:16,0.22,0.24,23,33.81,438.0,34086
1,0-1-1,0:29:19,0.22,0.24,102,33.8,437.0,34087
1,0-1-1,0:29:22,0.22,0.24,25,33.75,437.0,34086
1,0-1-1,0:29:26,0.22,0.24,25,33.82,436.0,34087
1,0-1-1,0:29:29,0.22,0.24,99,33.76,436.0,34079
1,0-1-1,0:29:32,0.22,0.24,58,33.79,437.0,34082
1,0-1-1,0:29:35,0.22,0.24,87,33.79,437.0,34087
1,0-1-1,0:29:38,0.22,0.24,85,33.74,437.0,34094
1,0-1-1,0:29:41,0.22,0.24,84,33.73,438.0,34099
1,0-1-1,0:29:44,0.22,0.24,84,33.71,439.0,34111
1,0-1-1,0:29:48,0.22,0.24,83,33.64,439.0,34126
1,0-1-1,0:29:51,0.22,0.24,81,33.7,440.0,34123
1,0-1-1,0:29:54,0.22,0.24,88,33.66,440.0,34122
1,0-1-1,0:29:57,0.22,0.24,94,33.64,439.0,34131
1,0-1-1,0:30:0,0.22,0.24,121,33.6,439.0,34139
1,0-1-1,0:30:3,0.22,0.24,64,33.58,439.0,34142
1,0-1-1,0:30:7,0.22,0.24,47,33.64,440.0,34159
1,0-1-1,0:30:10,0.22,0.24,36,33.63,440.0,34146
1,0-1-1,0:30:13,0.22,0.24,11,33.59,440.0,34159
1,0-1-1,0:30:16,0.22,0.24,10,33.62,440.0,34163
1,0-1-1,0:30:19,0.22,0.24,10,33.56,439.0,34150
1,0-1-1,0:30:22,0.22,0.24,9,33.54,440.0,34155
1,0-1-1,0:30:26,0.22,0.24,16,33.5,440.0,34142
1,0-1-1,0:30:29,0.22,0.24,86,33.52,439.0,34139
1,0-1-1,0:30:32,0.22,0.24,104,33.49,438.0,34135
1,0-1-1,0:30:35,0.22,0.24,44,33.46,438.0,34122
1,0-1-1,0:30:38,0.22,0.24,61,33.46,438.0,34115
1,0-1-1,0:30:41,0.22,0.24,22,33.4,438.0,34118
1,0-1-1,0:30:45,0.22,0.24,103,33.36,437.0,34111
1,0-1-1,0:30:48,0.22,0.24,72,33.33,437.0,34111
1,0-1-1,0:30:51,0.22,0.24,12,33.3,438.0,34098
1,0-1-1,0:30:54,0.22,0.24,16,33.36,438.0,34091
1,0-1-1,0:30:57,0.22,0.24,14,33.36,437.0,34086
1,0-1-1,0:31:0,0.22,0.24,14,33.39,438.0,34083
1,0-1-1,0:31:4,0.22,0.24,13,33.36,438.0,34083
1,0-1-1,0:31:7,0.22,0.24,12,33.37,437.0,34070
1,0-1-1,0:31:10,0.22,0.24,145,33.39,437.0,34075
1,0-1-1,0:31:13,0.22,0.24,12,33.36,437.0,34070
1,0-1-1,0:31:16,0.22,0.24,100,33.39,437.0,34063
1,0-1-1,0:31:19,0.22,0.24,95,33.3,437.0,34063
1,0-1-1,0:31:23,0.22,0.24,95,33.32,437.0,34066
1,0-1-1,0:31:26,0.22,0.24,88,33.29,437.0,34071
1,0-1-1,0:31:29,0.22,0.24,57,33.26,437.0,34058
1,0-1-1,0:31:32,0.22,0.24,72,33.25,437.0,34059
1,0-1-1,0:31:35,0.22,0.24,69,33.19,436.0,34059
1,0-1-1,0:31:38,0.22,0.24,54,33.2,436.0,34062
1,0-1-1,0:31:42,0.22,0.24,69,33.19,436.0,34063
1,0-1-1,0:31:45,0.22,0.24,97,33.13,437.0,34054
1,0-1-1,0:31:48,0.22,0.24,67,33.15,437.0,34051
1,0-1-1,0:31:51,0.22,0.24,12,33.13,437.0,34051
1,0-1-1,0:31:54,0.22,0.24,104,33.15,439.0,34046
1,0-1-1,0:31:57,0.22,0.24,67,33.13,439.0,34047
1,0-1-1,0:32:1,0.22,0.24,100,33.13,438.0,34030
1,0-1-1,0:32:4,0.22,0.24,94,33.1,438.0,34031
1,0-1-1,0:32:7,0.22,0.24,98,33.11,439.0,34035
1,0-1-1,0:32:10,0.22,0.24,114,33.16,439.0,34026
1,0-1-1,0:32:14,0.22,0.24,99,33.1,440.0,34039
1,0-1-1,0:32:17,0.22,0.24,93,33.16,440.0,34046
1,0-1-1,0:32:20,0.22,0.24,102,33.18,440.0,34039
1,0-1-1,0:32:23,0.22,0.24,107,33.18,441.0,34035
1,0-1-1,0:32:26,0.22,0.24,102,33.12,441.0,34006
1,0-1-1,0:32:29,0.22,0.24,106,33.13,442.0,33987
1,0-1-1,0:32:33,0.22,0.24,37,33.12,441.0,33994
1,0-1-1,0:32:36,0.22,0.24,93,33.08,441.0,33999
1,0-1-1,0:32:39,0.22,0.24,15,33.05,442.0,33987
1,0-1-1,0:32:42,0.22,0.24,103,33.02,443.0,33990
1,0-1-1,0:32:45,0.22,0.24,57,33.12,443.0,33995
1,0-1-1,0:32:48,0.22,0.24,66,33.07,444.0,34006
1,0-1-1,0:32:52,0.22,0.24,59,33.09,443.0,33995
1,0-1-1,0:32:55,0.22,0.24,67,33.05,443.0,33979
1,0-1-1,0:32:58,0.22,0.24,69,33.05,443.0,33974
1,0-1-1,0:33:1,0.22,0.24,64,33.03,443.0,33987
1,0-1-1,0:33:4,0.22,0.24,75,33.05,443.0,33986
1,0-1-1,0:33:7,0.22,0.24,81,33.06,444.0,33979
1,0-1-1,0:33:11,0.22,0.24,87,33.02,444.0,33991
1,0-1-1,0:33:14,0.22,0.24,6,32.99,444.0,33994
1,0-1-1,0:33:17,0.22,0.24,79,33.01,444.0,33999
1,0-1-1,0:33:20,0.22,0.24,22,33.01,443.0,33994
1,0-1-1,0:33:23,0.22,0.24,83,33.01,443.0,34003
1,0-1-1,0:33:26,0.22,0.24,80,33.02,442.0,34023
1,0-1-1,0:33:30,0.22,0.24,80,33.02,441.0,34026
1,0-1-1,0:33:33,0.22,0.24,74,33.02,440.0,34027
1,0-1-1,0:33:36,0.22,0.24,82,32.96,440.0,34034
1,0-1-1,0:33:39,0.22,0.24,75,32.95,440.0,34047
1,0-1-1,0:33:42,0.22,0.24,73,32.86,440.0,34035
1,0-1-1,0:33:45,0.22,0.24,79,32.9,440.0,34030
1,0-1-1,0:33:49,0.22,0.24,15,32.85,439.0,34027
1,0-1-1,0:33:52,0.22,0.24,82,32.88,439.0,34022
1,0-1-1,0:33:55,0.22,0.24,11,32.84,439.0,34027
1,0-1-1,0:33:58,0.22,0.24,80,32.79,440.0,34019
1,0-1-1,0:34:1,0.22,0.24,64,32.85,441.0,34006
1,0-1-1,0:34:4,0.22,0.24,91,32.85,441.0,34011
1,0-1-1,0:34:8,0.22,0.24,73,32.84,442.0,34010
1,0-1-1,0:34:11,0.22,0.24,74,32.82,442.0,34011
1,0-1-1,0:34:14,0.22,0.24,77,32.89,442.0,33999
1,0-1-1,0:34:17,0.22,0.24,77,32.85,443.0,33982
1,0-1-1,0:34:20,0.22,0.24,82,32.88,443.0,33971
1,0-1-1,0:34:23,0.22,0.24,49,32.84,444.0,33966
1,0-1-1,0:34:27,0.22,0.24,86,32.87,445.0,33971
1,0-1-1,0:34:30,0.22,0.24,37,32.85,445.0,33963
1,0-1-1,0:34:33,0.22,0.24,41,32.86,446.0,33962
1,0-1-1,0:34:36,0.22,0.24,11,32.84,446.0,33967
1,0-1-1,0:34:39,0.22,0.24,98,32.84,446.0,33970
1,0-1-1,0:34:42,0.22,0.24,46,32.84,446.0,33971
1,0-1-1,0:34:46,0.22,0.24,64,32.84,447.0,33967
1,0-1-1,0:34:49,0.22,0.24,64,32.8,446.0,33978
1,0-1-1,0:34:52,0.22,0.24,55,32.85,447.0,33995
1,0-1-1,0:34:55,0.22,0.24,64,32.85,448.0,33982
1,0-1-1,0:34:58,0.22,0.24,52,32.81,449.0,33999
1,0-1-1,0:35:1,0.22,0.24,69,32.84,449.0,34015
1,0-1-1,0:35:4,0.22,0.24,96,32.82,450.0,34002
1,0-1-1,0:35:8,0.22,0.24,49,32.82,450.0,34003
1,0-1-1,0:35:11,0.22,0.24,21,32.82,451.0,33994
1,0-1-1,0:35:14,0.22,0.24,51,32.88,451.0,33987
1,0-1-1,0:35:17,0.22,0.24,58,32.88,451.0,33979
1,0-1-1,0:35:21,0.22,0.24,86,32.88,451.0,33970
1,0-1-1,0:35:24,0.22,0.24,78,32.88,451.0,33963
1,0-1-1,0:35:27,0.22,0.24,102,32.82,451.0,33962
1,0-1-1,0:35:30,0.22,0.24,80,32.87,450.0,33967
1,0-1-1,0:35:33,0.22,0.24,93,32.81,451.0,33959
1,0-1-1,0:35:36,0.22,0.24,95,32.84,452.0,33942
1,0-1-1,0:35:39,0.22,0.24,88,32.81,453.0,33935
1,0-1-1,0:35:43,0.22,0.24,83,32.8,452.0,33922
1,0-1-1,0:35:46,0.22,0.24,40,32.81,454.0,33915
1,0-1-1,0:35:49,0.22,0.24,91,32.8,455.0,33903
1,0-1-1,0:35:52,0.22,0.24,25,32.81,455.0,33894
1,0-1-1,0:35:55,0.22,0.24,91,32.79,455.0,33891
1,0-1-1,0:35:58,0.22,0.24,43,32.72,456.0,33874
1,0-1-1,0:36:2,0.22,0.24,85,32.73,456.0,33867
1,0-1-1,0:36:5,0.22,0.24,76,32.76,457.0,33851
1,0-1-1,0:36:8,0.22,0.24,93,32.68,457.0,33850
1,0-1-1,0:36:11,0.22,0.24,78,32.62,458.0,33831
1,0-1-1,0:36:14,0.22,0.24,84,32.67,457.0,33822
1,0-1-1,0:36:17,0.22,0.24,92,32.65,456.0,33823
1,0-1-1,0:36:21,0.22,0.24,74,32.62,455.0,33807
1,0-1-1,0:36:24,0.22,0.24,88,32.61,456.0,33798
1,0-1-1,0:36:27,0.22,0.24,55,32.62,455.0,33779
1,0-1-1,0:36:30,0.22,0.24,54,32.62,455.0,33782
1,0-1-1,0:36:33,0.22,0.24,144,32.64,456.0,33771
1,0-1-1,0:36:36,0.22,0.24,88,32.61,456.0,33767
1,0-1-1,0:36:40,0.22,0.24,71,32.58,456.0,33758
1,0-1-1,0:36:43,0.22,0.24,79,32.6,457.0,33747
1,0-1-1,0:36:46,0.22,0.24,76,32.6,458.0,33730
1,0-1-1,0:36:49,0.22,0.24,94,32.57,458.0,33719
1,0-1-1,0:36:52,0.22,0.24,79,32.55,458.0,33703
1,0-1-1,0:36:55,0.22,0.24,66,32.6,459.0,33670
1,0-1-1,0:36:59,0.22,0.24,82,32.57,459.0,33663
1,0-1-1,0:37:2,0.22,0.24,39,32.57,460.0,33642
1,0-1-1,0:37:5,0.22,0.24,78,32.54,460.0,33631
1,0-1-1,0:37:8,0.22,0.24,19,32.55,459.0,33647
1,0-1-1,0:37:11,0.22,0.24,85,32.57,459.0,33650
1,0-1-1,0:37:14,0.22,0.24,89,32.55,459.0,33663
1,0-1-1,0:37:18,0.22,0.24,97,32.58,458.0,33658
1,0-1-1,0:37:21,0.22,0.24,95,32.6,458.0,33675
1,0-1-1,0:37:24,0.22,0.24,99,32.58,459.0,33679
1,0-1-1,0:37:27,0.22,0.24,86,32.59,459.0,33674
1,0-1-1,0:37:30,0.22,0.24,100,32.58,459.0,33683
1,0-1-1,0:37:33,0.22,0.24,89,32.59,459.0,33654
1,0-1-1,0:37:37,0.22,0.24,86,32.62,458.0,33631
1,0-1-1,0:37:40,0.22,0.24,97,32.58,458.0,33623
1,0-1-1,0:37:43,0.22,0.24,17,32.6,457.0,33606
1,0-1-1,0:37:46,0.22,0.24,97,32.59,458.0,33587
1,0-1-1,0:37:49,0.22,0.24,15,32.62,457.0,33574
1,0-1-1,0:37:52,0.22,0.24,94,32.54,457.0,33559
1,0-1-1,0:37:56,0.22,0.24,87,32.51,457.0,33559
1,0-1-1,0:37:59,0.22,0.24,93,32.5,457.0,33546
1,0-1-1,0:38:2,0.22,0.24,89,32.54,457.0,33547
1,0-1-1,0:38:5,0.22,0.24,100,32.49,457.0,33514
1,0-1-1,0:38:8,0.22,0.24,109,32.47,456.0,33499
1,0-1-1,0:38:11,0.22,0.24,93,32.47,455.0,33471
1,0-1-1,0:38:15,0.22,0.24,99,32.47,456.0,33462
1,0-1-1,0:38:18,0.22,0.24,55,32.43,456.0,33459
1,0-1-1,0:38:21,0.22,0.24,99,32.41,456.0,33430
1,0-1-1,0:38:24,0.22,0.24,39,32.44,456.0,33403
1,0-1-1,0:38:27,0.22,0.24,110,32.37,457.0,33367
1,0-1-1,0:38:31,0.22,0.24,59,32.43,458.0,33334
1,0-1-1,0:38:34,0.22,0.24,139,32.38,457.0,33303
1,0-1-1,0:38:37,0.22,0.24,39,32.44,457.0,33270
1,0-1-1,0:38:40,0.22,0.24,101,32.41,458.0,33259
1,0-1-1,0:38:43,0.22,0.24,100,32.38,458.0,33239
1,0-1-1,0:38:46,0.22,0.24,104,32.37,457.0,33222
1,0-1-1,0:38:50,0.22,0.24,100,32.41,458.0,33207
1,0-1-1,0:38:53,0.22,0.24,95,32.42,457.0,33214
1,0-1-1,0:38:56,0.22,0.24,100,32.4,456.0,33207
1,0-1-1,0:38:59,0.22,0.24,109,32.38,456.0,33183
1,0-1-1,0:39:2,0.22,0.24,102,32.38,455.0,33190
1,0-1-1,0:39:5,0.22,0.24,62,32.35,456.0,33179
1,0-1-1,0:39:9,0.22,0.24,95,32.37,456.0,33170
1,0-1-1,0:39:12,0.22,0.24,50,32.37,455.0,33155
1,0-1-1,0:39:15,0.22,0.24,99,32.37,456.0,33127
1,0-1-1,0:39:18,0.22,0.24,81,32.37,456.0,33098
1,0-1-1,0:39:21,0.22,0.24,112,32.34,457.0,33091
1,0-1-1,0:39:24,0.22,0.24,119,32.34,457.0,33082
1,0-1-1,0:39:28,0.22,0.24,100,32.31,457.0,33075
1,0-1-1,0:39:31,0.22,0.24,100,32.32,457.0,33051
1,0-1-1,0:39:34,0.22,0.24,121,32.37,457.0,33034
1,0-1-1,0:39:37,0.22,0.24,80,32.36,457.0,32999
1,0-1-1,0:39:40,0.22,0.24,99,32.3,456.0,32962
1,0-1-1,0:39:43,0.22,0.24,103,32.25,456.0,32911
1,0-1-1,0:39:47,0.22,0.24,100,32.24,456.0,32875
1,0-1-1,0:39:50,0.22,0.24,95,32.27,456.0,32834
1,0-1-1,0:39:53,0.22,0.24,99,32.3,456.0,32799
1,0-1-1,0:39:56,0.22,0.24,112,32.33,456.0,32778
1,0-1-1,0:39:59,0.22,0.24,109,32.29,455.0,32755
1,0-1-1,0:40:2,0.22,0.24,119,32.24,455.0,32719
1,0-1-1,0:40:6,0.22,0.24,122,32.3,454.0,32678
1,0-1-1,0:40:9,0.22,0.24,122,32.21,455.0,32611
1,0-1-1,0:40:12,0.22,0.24,114,32.26,455.0,32570
1,0-1-1,0:40:15,0.22,0.24,98,32.23,455.0,32543
1,0-1-1,0:40:18,0.22,0.24,108,32.24,455.0,32507
1,0-1-1,0:40:21,0.22,0.24,152,32.21,455.0,32478
1,0-1-1,0:40:25,0.22,0.24,117,32.26,455.0,32439
1,0-1-1,0:40:28,0.22,0.24,139,32.24,456.0,32394
1,0-1-1,0:40:31,0.22,0.24,135,32.17,455.0,32371
1,0-1-1,0:40:34,0.22,0.24,150,32.21,456.0,32359
1,0-1-1,0:40:37,0.22,0.24,125,32.18,456.0,32346
1,0-1-1,0:40:40,0.22,0.24,118,32.2,456.0,32339
1,0-1-1,0:40:44,0.22,0.24,115,32.17,456.0,32338
1,0-1-1,0:40:47,0.22,0.24,112,32.2,456.0,32347
1,0-1-1,0:40:50,0.22,0.24,123,32.13,456.0,32339
1,0-1-1,0:40:53,0.22,0.24,127,32.17,456.0,32338
1,0-1-1,0:40:56,0.22,0.24,157,32.23,457.0,32351
1,0-1-1,0:40:59,0.22,0.24,130,32.17,457.0,32346
1,0-1-1,0:41:3,0.22,0.24,227,32.15,458.0,32315
1,0-1-1,0:41:6,0.22,0.24,130,32.18,458.0,32303
1,0-1-1,0:41:9,0.22,0.24,220,32.17,458.0,32278
1,0-1-1,0:41:12,0.22,0.24,131,32.19,458.0,32283
