Sep=,
DAQ,Date,Time,A0,A3,B5,Humidity (SCD30),CO2 (SCD30),VOC(SGP40)
1,0-1-1,0:41:15,0.22,0.24,162,32.17,458.0,32250
1,0-1-1,0:41:18,0.22,0.24,148,32.1,459.0,32223
1,0-1-1,0:41:22,0.22,0.24,121,32.14,459.0,32199
1,0-1-1,0:41:25,0.22,0.24,134,32.12,459.0,32190
1,0-1-1,0:41:28,0.22,0.24,140,32.06,459.0,32203
1,0-1-1,0:41:31,0.22,0.24,128,32.16,459.0,32210
1,0-1-1,0:41:34,0.22,0.24,138,32.15,459.0,32235
1,0-1-1,0:41:37,0.22,0.24,136,32.18,459.0,32259
1,0-1-1,0:41:41,0.22,0.24,139,32.16,459.0,32278
1,0-1-1,0:41:44,0.22,0.24,205,32.09,458.0,32291
1,0-1-1,0:41:47,0.22,0.24,158,32.06,456.0,32314
1,0-1-1,0:41:50,0.22,0.24,181,32.08,456.0,32327
1,0-1-1,0:41:53,0.22,0.24,88,32.08,457.0,32331
1,0-1-1,0:41:56,0.22,0.24,106,32.1,457.0,32322
1,0-1-1,0:42:0,0.22,0.24,90,32.11,457.0,32303
1,0-1-1,0:42:3,0.22,0.24,118,32.12,458.0,32294
1,0-1-1,0:42:6,0.22,0.24,111,32.1,460.0,32295
1,0-1-1,0:42:9,0.22,0.24,98,32.13,458.0,32299
1,0-1-1,0:42:12,0.22,0.24,95,32.05,461.0,32298
1,0-1-1,0:42:15,0.22,0.24,108,32.1,463.0,32311
1,0-1-1,0:42:19,0.22,0.24,225,32.04,461.0,32314
1,0-1-1,0:42:22,0.22,0.24,106,32.03,460.0,32319
1,0-1-1,0:42:25,0.22,0.24,248,32.06,456.0,32315
1,0-1-1,0:42:28,0.22,0.24,118,32.1,456.0,32298
1,0-1-1,0:42:31,0.22,0.24,184,32.07,457.0,32303
1,0-1-1,0:42:34,0.22,0.24,92,32.11,460.0,32290
1,0-1-1,0:42:38,0.22,0.24,93,32.08,459.0,32287
1,0-1-1,0:42:41,0.22,0.24,90,32.05,459.0,32299
1,0-1-1,0:42:44,0.22,0.24,103,32.05,458.0,32306
1,0-1-1,0:42:47,0.22,0.24,103,32.03,456.0,32311
1,0-1-1,0:42:50,0.22,0.24,98,31.96,457.0,32298
1,0-1-1,0:42:53,0.22,0.24,96,31.98,457.0,32299
1,0-1-1,0:42:57,0.22,0.24,111,31.95,460.0,32291
1,0-1-1,0:43:0,0.22,0.24,247,31.97,463.0,32286
1,0-1-1,0:43:3,0.22,0.24,93,31.9,463.0,32307
1,0-1-1,0:43:6,0.22,0.24,230,31.95,461.0,32314
1,0-1-1,0:43:9,0.22,0.24,122,31.92,460.0,32311
1,0-1-1,0:43:13,0.22,0.24,107,31.92,458.0,32303
1,0-1-1,0:43:16,0.22,0.24,93,31.93,458.0,32314
1,0-1-1,0:43:19,0.22,0.24,104,31.94,459.0,32319
1,0-1-1,0:43:22,0.22,0.24,109,31.95,460.0,32314
1,0-1-1,0:43:25,0.22,0.24,114,31.97,461.0,32303
1,0-1-1,0:43:28,0.22,0.24,93,31.96,462.0,32291
1,0-1-1,0:43:32,0.22,0.24,103,31.94,463.0,32298
1,0-1-1,0:43:35,0.22,0.24,162,31.94,458.0,32303
1,0-1-1,0:43:38,0.22,0.24,80,31.85,456.0,32306
1,0-1-1,0:43:41,0.22,0.24,255,31.91,464.0,32327
1,0-1-1,0:43:44,0.22,0.24,120,31.89,411.0,32327
1,0-1-1,0:43:47,0.22,0.24,209,31.91,423.0,32322
1,0-1-1,0:43:51,0.22,0.24,100,31.94,470.0,32315
1,0-1-1,0:43:54,0.22,0.24,95,31.95,483.0,32306
1,0-1-1,0:43:57,0.22,0.24,87,31.97,466.0,32311
1,0-1-1,0:44:0,0.22,0.24,93,31.98,462.0,32307
1,0-1-1,0:44:3,0.22,0.24,102,32.0,460.0,32294
1,0-1-1,0:44:6,0.22,0.24,96,32.01,460.0,32307
1,0-1-1,0:44:10,0.22,0.24,91,31.94,458.0,32318
1,0-1-1,0:44:13,0.22,0.24,106,31.95,456.0,32323
1,0-1-1,0:44:16,0.22,0.24,199,31.9,455.0,32331
1,0-1-1,0:44:19,0.22,0.24,112,31.87,456.0,32330
1,0-1-1,0:44:22,0.22,0.24,208,31.82,455.0,32319
1,0-1-1,0:44:25,0.22,0.24,90,31.87,457.0,32322
1,0-1-1,0:44:29,0.22,0.24,145,31.81,453.0,32331
1,0-1-1,0:44:32,0.22,0.24,85,31.85,455.0,32339
1,0-1-1,0:44:35,0.22,0.24,88,31.79,454.0,32338
1,0-1-1,0:44:38,0.22,0.24,92,31.78,455.0,32347
1,0-1-1,0:44:41,0.22,0.24,121,31.78,457.0,32346
1,0-1-1,0:44:44,0.22,0.24,109,31.79,452.0,32363
1,0-1-1,0:44:48,0.22,0.24,120,31.75,451.0,32375
1,0-1-1,0:44:51,0.22,0.24,102,31.74,450.0,32382
1,0-1-1,0:44:54,0.22,0.24,133,31.73,449.0,32391
1,0-1-1,0:44:57,0.22,0.24,90,31.71,447.0,32402
1,0-1-1,0:45:0,0.22,0.24,53,31.74,446.0,32391
1,0-1-1,0:45:3,0.22,0.24,86,31.68,447.0,32407
1,0-1-1,0:45:7,0.22,0.24,117,31.68,446.0,32418
1,0-1-1,0:45:10,0.22,0.24,109,31.71,447.0,32419
1,0-1-1,0:45:13,0.22,0.24,113,31.67,446.0,32422
1,0-1-1,0:45:16,0.22,0.24,112,31.63,448.0,32427
1,0-1-1,0:45:19,0.22,0.24,115,31.69,441.0,32423
1,0-1-1,0:45:22,0.22,0.24,111,31.72,442.0,32422
1,0-1-1,0:45:26,0.22,0.24,118,31.75,439.0,32431
1,0-1-1,0:45:29,0.22,0.24,108,31.74,436.0,32442
1,0-1-1,0:45:32,0.22,0.24,100,31.74,440.0,32451
1,0-1-1,0:45:35,0.22,0.24,121,31.74,438.0,32467
1,0-1-1,0:45:38,0.22,0.24,91,31.75,437.0,32470
1,0-1-1,0:45:41,0.22,0.24,110,31.67,440.0,32479
1,0-1-1,0:45:45,0.22,0.24,106,31.68,439.0,32482
1,0-1-1,0:45:48,0.22,0.24,67,31.67,436.0,32495
1,0-1-1,0:45:51,0.22,0.24,81,31.76,436.0,32507
1,0-1-1,0:45:54,0.22,0.24,76,31.65,439.0,32518
1,0-1-1,0:45:57,0.22,0.24,79,31.67,439.0,32535
1,0-1-1,0:46:0,0.22,0.24,83,31.67,441.0,32538
1,0-1-1,0:46:4,0.22,0.24,79,31.68,439.0,32539
1,0-1-1,0:46:7,0.22,0.24,79,31.69,437.0,32559
1,0-1-1,0:46:10,0.22,0.24,83,31.72,439.0,32570
1,0-1-1,0:46:13,0.22,0.24,123,31.66,443.0,32571
1,0-1-1,0:46:16,0.22,0.24,62,31.75,444.0,32578
1,0-1-1,0:46:19,0.22,0.24,144,31.72,442.0,32595
1,0-1-1,0:46:23,0.22,0.24,61,31.66,442.0,32611
1,0-1-1,0:46:26,0.22,0.24,88,31.73,442.0,32614
1,0-1-1,0:46:29,0.22,0.24,66,31.65,441.0,32627
1,0-1-1,0:46:32,0.22,0.24,62,31.66,442.0,32646
1,0-1-1,0:46:35,0.22,0.24,55,31.7,441.0,32659
1,0-1-1,0:46:38,0.22,0.24,62,31.7,442.0,32675
1,0-1-1,0:46:42,0.22,0.24,56,31.74,442.0,32670
1,0-1-1,0:46:45,0.22,0.24,59,31.7,440.0,32675
1,0-1-1,0:46:48,0.22,0.24,98,31.69,439.0,32686
1,0-1-1,0:46:51,0.22,0.24,59,31.67,441.0,32699
1,0-1-1,0:46:54,0.22,0.24,129,31.67,441.0,32699
1,0-1-1,0:46:57,0.22,0.24,72,31.66,442.0,32698
1,0-1-1,0:47:1,0.22,0.24,74,31.64,442.0,32707
1,0-1-1,0:47:4,0.22,0.24,100,31.6,444.0,32718
1,0-1-1,0:47:7,0.22,0.24,117,31.56,442.0,32739
1,0-1-1,0:47:10,0.22,0.24,115,31.57,442.0,32747
1,0-1-1,0:47:13,0.22,0.24,115,31.53,443.0,32754
1,0-1-1,0:47:16,0.22,0.24,115,31.48,443.0,32759
1,0-1-1,0:47:20,0.22,0.24,126,31.51,441.0,32762
1,0-1-1,0:47:23,0.22,0.24,108,31.54,438.0,32763
1,0-1-1,0:47:26,0.22,0.24,116,31.55,438.0,32771
1,0-1-1,0:47:29,0.22,0.24,80,31.52,439.0,32782
1,0-1-1,0:47:32,0.22,0.24,110,31.51,439.0,32803
1,0-1-1,0:47:35,0.22,0.24,64,31.55,437.0,32806
1,0-1-1,0:47:39,0.22,0.24,111,31.48,437.0,32819
1,0-1-1,0:47:42,0.22,0.24,95,31.53,439.0,32831
1,0-1-1,0:47:45,0.22,0.24,114,31.52,439.0,32830
1,0-1-1,0:47:48,0.21,0.24,102,31.41,439.0,32851
1,0-1-1,0:47:51,0.22,0.24,109,31.47,440.0,32862
1,0-1-1,0:47:54,0.22,0.24,99,31.53,440.0,32859
1,0-1-1,0:47:58,0.22,0.24,96,31.51,439.0,32863
1,0-1-1,0:48:1,0.22,0.24,110,31.45,436.0,32870
1,0-1-1,0:48:4,0.22,0.24,104,31.4,436.0,32879
1,0-1-1,0:48:7,0.22,0.24,100,31.36,436.0,32902
1,0-1-1,0:48:10,0.22,0.24,52,31.33,436.0,32923
1,0-1-1,0:48:14,0.22,0.24,118,31.33,436.0,32927
1,0-1-1,0:48:17,0.22,0.24,59,31.28,435.0,32934
1,0-1-1,0:48:20,0.22,0.24,108,31.31,434.0,32947
1,0-1-1,0:48:23,0.22,0.24,99,31.31,436.0,32958
1,0-1-1,0:48:26,0.22,0.24,108,31.33,433.0,32951
1,0-1-1,0:48:29,0.22,0.24,84,31.36,434.0,32963
1,0-1-1,0:48:33,0.22,0.24,109,31.3,432.0,32974
1,0-1-1,0:48:36,0.22,0.24,105,31.28,434.0,32987
1,0-1-1,0:48:39,0.22,0.24,102,31.24,432.0,32986
1,0-1-1,0:48:42,0.22,0.24,127,31.3,431.0,32999
1,0-1-1,0:48:45,0.21,0.24,83,31.19,430.0,33007
1,0-1-1,0:48:48,0.22,0.24,115,31.26,433.0,33014
1,0-1-1,0:48:52,0.22,0.24,54,31.19,439.0,33023
1,0-1-1,0:48:55,0.22,0.24,105,31.24,440.0,33026
1,0-1-1,0:48:58,0.22,0.24,54,31.26,437.0,33039
1,0-1-1,0:49:1,0.22,0.24,100,31.32,438.0,33043
1,0-1-1,0:49:4,0.22,0.24,92,31.28,437.0,33062
1,0-1-1,0:49:7,0.21,0.24,104,31.17,440.0,33059
1,0-1-1,0:49:11,0.22,0.24,111,31.15,438.0,33082
1,0-1-1,0:49:14,0.22,0.24,93,31.16,439.0,33083
1,0-1-1,0:49:17,0.22,0.24,104,31.18,439.0,33099
1,0-1-1,0:49:20,0.22,0.24,104,31.14,441.0,33106
1,0-1-1,0:49:23,0.22,0.24,114,31.14,441.0,33123
1,0-1-1,0:49:26,0.21,0.24,60,31.05,441.0,33130
1,0-1-1,0:49:30,0.22,0.24,100,31.01,440.0,33151
1,0-1-1,0:49:33,0.22,0.24,40,31.04,439.0,33151
1,0-1-1,0:49:36,0.22,0.24,106,30.99,441.0,33154
1,0-1-1,0:49:39,0.22,0.24,74,31.03,442.0,33163
1,0-1-1,0:49:42,0.22,0.24,100,30.97,442.0,33170
1,0-1-1,0:49:45,0.22,0.24,102,31.0,442.0,33183
1,0-1-1,0:49:49,0.21,0.24,105,30.92,443.0,33183
1,0-1-1,0:49:52,0.22,0.24,107,30.92,445.0,33190
1,0-1-1,0:49:55,0.21,0.24,101,30.89,447.0,33207
1,0-1-1,0:49:58,0.22,0.24,93,30.89,449.0,33226
1,0-1-1,0:50:1,0.22,0.24,80,30.78,449.0,33239
1,0-1-1,0:50:4,0.22,0.24,100,30.78,449.0,33255
1,0-1-1,0:50:8,0.21,0.24,37,30.77,445.0,33246
1,0-1-1,0:50:11,0.22,0.24,105,30.77,441.0,33271
1,0-1-1,0:50:14,0.21,0.24,44,30.76,443.0,33270
1,0-1-1,0:50:17,0.21,0.24,103,30.76,442.0,33279
1,0-1-1,0:50:20,0.21,0.24,93,30.74,444.0,33287
1,0-1-1,0:50:23,0.22,0.24,95,30.75,444.0,33294
1,0-1-1,0:50:27,0.22,0.24,94,30.81,443.0,33307
1,0-1-1,0:50:30,0.22,0.24,101,30.72,443.0,33322
1,0-1-1,0:50:33,0.21,0.24,110,30.7,439.0,33331
1,0-1-1,0:50:36,0.22,0.24,95,30.69,435.0,33347
1,0-1-1,0:50:39,0.22,0.24,92,30.69,436.0,33350
1,0-1-1,0:50:42,0.22,0.24,42,30.71,436.0,33355
1,0-1-1,0:50:46,0.22,0.24,65,30.68,436.0,33362
1,0-1-1,0:50:49,0.21,0.24,67,30.68,435.0,33375
1,0-1-1,0:50:52,0.22,0.24,107,30.53,436.0,33375
1,0-1-1,0:50:55,0.22,0.24,83,30.53,436.0,33394
1,0-1-1,0:50:58,0.22,0.24,101,30.49,438.0,33407
1,0-1-1,0:51:1,0.21,0.24,99,30.47,437.0,33398
1,0-1-1,0:51:5,0.22,0.24,99,30.46,436.0,33427
1,0-1-1,0:51:8,0.22,0.24,122,30.4,437.0,33447
1,0-1-1,0:51:11,0.21,0.24,99,30.41,438.0,33454
1,0-1-1,0:51:14,0.21,0.24,101,30.38,438.0,33455
1,0-1-1,0:51:17,0.22,0.24,91,30.38,440.0,33454
1,0-1-1,0:51:21,0.21,0.24,109,30.41,440.0,33471
1,0-1-1,0:51:24,0.22,0.24,28,30.4,438.0,33475
1,0-1-1,0:51:27,0.22,0.24,103,30.36,438.0,33474
1,0-1-1,0:51:30,0.22,0.24,42,30.36,439.0,33487
1,0-1-1,0:51:33,0.22,0.24,105,30.44,437.0,33486
1,0-1-1,0:51:36,0.22,0.24,84,30.4,437.0,33483
1,0-1-1,0:51:40,0.22,0.24,94,30.34,435.0,33491
1,0-1-1,0:51:43,0.22,0.24,95,30.37,436.0,33510
1,0-1-1,0:51:46,0.22,0.24,99,30.33,435.0,33515
1,0-1-1,0:51:49,0.22,0.24,108,30.26,436.0,33502
1,0-1-1,0:51:52,0.21,0.24,93,30.17,433.0,33519
1,0-1-1,0:51:55,0.22,0.24,106,30.21,433.0,33519
1,0-1-1,0:51:59,0.21,0.24,87,30.15,434.0,33514
1,0-1-1,0:52:2,0.22,0.24,104,30.14,435.0,33515
1,0-1-1,0:52:5,0.22,0.24,32,30.14,435.0,33526
1,0-1-1,0:52:8,0.22,0.24,107,30.08,436.0,33543
1,0-1-1,0:52:11,0.22,0.24,43,30.03,435.0,33563
1,0-1-1,0:52:14,0.22,0.24,102,29.96,434.0,33574
1,0-1-1,0:52:18,0.21,0.24,90,29.98,433.0,33571
1,0-1-1,0:52:21,0.21,0.24,97,29.9,433.0,33590
1,0-1-1,0:52:24,0.22,0.24,101,29.84,432.0,33619
1,0-1-1,0:52:27,0.22,0.24,101,29.79,432.0,33623
1,0-1-1,0:52:30,0.22,0.24,96,29.72,431.0,33622
1,0-1-1,0:52:33,0.21,0.24,100,29.75,431.0,33631
1,0-1-1,0:52:37,0.22,0.24,89,29.78,431.0,33638
1,0-1-1,0:52:40,0.22,0.24,44,29.78,430.0,33647
1,0-1-1,0:52:43,0.22,0.24,103,29.8,429.0,33663
1,0-1-1,0:52:46,0.22,0.24,25,29.8,429.0,33662
1,0-1-1,0:52:49,0.22,0.24,93,29.75,430.0,33663
1,0-1-1,0:52:53,0.22,0.24,29,29.77,429.0,33666
1,0-1-1,0:52:56,0.22,0.24,96,29.74,429.0,33679
1,0-1-1,0:52:59,0.22,0.24,92,29.75,430.0,33679
1,0-1-1,0:53:2,0.22,0.24,92,29.77,429.0,33682
1,0-1-1,0:53:5,0.22,0.24,94,29.76,429.0,33691
1,0-1-1,0:53:8,0.22,0.24,97,29.72,429.0,33698
1,0-1-1,0:53:12,0.21,0.24,97,29.64,430.0,33707
1,0-1-1,0:53:15,0.22,0.24,96,29.67,429.0,33727
1,0-1-1,0:53:18,0.22,0.24,100,29.65,429.0,33726
1,0-1-1,0:53:21,0.22,0.24,47,29.72,429.0,33719
1,0-1-1,0:53:24,0.22,0.24,101,29.77,429.0,33730
1,0-1-1,0:53:27,0.21,0.24,19,29.81,428.0,33735
1,0-1-1,0:53:31,0.22,0.24,96,29.84,429.0,33739
1,0-1-1,0:53:34,0.22,0.24,33,29.84,430.0,33746
1,0-1-1,0:53:37,0.22,0.24,92,29.81,431.0,33763
1,0-1-1,0:53:40,0.22,0.24,23,29.75,432.0,33766
1,0-1-1,0:53:43,0.22,0.24,30,29.83,428.0,33763
1,0-1-1,0:53:46,0.22,0.24,20,29.8,429.0,33771
1,0-1-1,0:53:50,0.22,0.24,28,29.77,429.0,33790
1,0-1-1,0:53:53,0.22,0.24,24,29.75,431.0,33803
1,0-1-1,0:53:56,0.21,0.24,27,29.78,430.0,33818
1,0-1-1,0:53:59,0.22,0.24,29,29.74,431.0,33823
1,0-1-1,0:54:2,0.22,0.24,105,29.76,431.0,33839
1,0-1-1,0:54:6,0.22,0.24,88,29.76,430.0,33846
1,0-1-1,0:54:9,0.22,0.24,12,29.74,431.0,33843
1,0-1-1,0:54:12,0.22,0.24,78,29.71,430.0,33838
1,0-1-1,0:54:15,0.22,0.24,21,29.68,430.0,33847
1,0-1-1,0:54:18,0.22,0.24,83,29.72,431.0,33855
1,0-1-1,0:54:21,0.22,0.24,81,29.72,431.0,33850
1,0-1-1,0:54:25,0.22,0.24,90,29.77,432.0,33871
1,0-1-1,0:54:28,0.21,0.24,75,29.7,432.0,33878
1,0-1-1,0:54:31,0.22,0.24,86,29.66,431.0,33899
1,0-1-1,0:54:34,0.22,0.24,81,29.71,431.0,33899
1,0-1-1,0:54:37,0.22,0.24,69,29.74,431.0,33902
1,0-1-1,0:54:40,0.22,0.24,91,29.72,430.0,33907
1,0-1-1,0:54:44,0.21,0.24,83,29.69,429.0,33918
1,0-1-1,0:54:47,0.21,0.24,92,29.65,431.0,33927
1,0-1-1,0:54:50,0.22,0.24,6,29.66,433.0,33931
1,0-1-1,0:54:53,0.22,0.24,91,29.6,440.0,33942
1,0-1-1,0:54:56,0.22,0.24,29,29.62,440.0,33943
1,0-1-1,0:54:59,0.22,0.24,82,29.6,439.0,33942
1,0-1-1,0:55:3,0.22,0.24,77,29.64,439.0,33955
1,0-1-1,0:55:6,0.22,0.24,97,29.65,437.0,33943
1,0-1-1,0:55:9,0.22,0.24,89,29.62,434.0,33954
1,0-1-1,0:55:12,0.21,0.24,96,29.51,438.0,33959
1,0-1-1,0:55:15,0.21,0.24,93,29.56,437.0,33970
1,0-1-1,0:55:18,0.22,0.24,81,29.53,444.0,33995
1,0-1-1,0:55:22,0.22,0.24,86,29.53,445.0,33987
1,0-1-1,0:55:25,0.22,0.24,45,29.6,440.0,33998
1,0-1-1,0:55:28,0.22,0.24,89,29.62,438.0,33995
1,0-1-1,0:55:31,0.22,0.24,14,29.59,438.0,34006
1,0-1-1,0:55:34,0.22,0.24,87,29.52,444.0,34019
1,0-1-1,0:55:38,0.22,0.24,22,29.5,443.0,34019
1,0-1-1,0:55:41,0.22,0.24,80,29.4,441.0,34030
1,0-1-1,0:55:44,0.22,0.24,90,29.4,441.0,34023
1,0-1-1,0:55:47,0.22,0.24,89,29.45,446.0,34034
1,0-1-1,0:55:50,0.22,0.24,83,29.43,448.0,34051
1,0-1-1,0:55:53,0.22,0.24,94,29.38,446.0,34059
1,0-1-1,0:55:57,0.22,0.24,95,29.4,445.0,34062
1,0-1-1,0:56:0,0.21,0.24,82,29.32,443.0,34075
1,0-1-1,0:56:3,0.22,0.24,90,29.3,444.0,34082
1,0-1-1,0:56:6,0.21,0.24,61,29.38,442.0,34079
1,0-1-1,0:56:9,0.22,0.24,104,29.41,440.0,34111
1,0-1-1,0:56:12,0.22,0.24,11,29.41,439.0,34122
1,0-1-1,0:56:16,0.22,0.24,98,29.36,442.0,34127
1,0-1-1,0:56:19,0.22,0.24,14,29.38,442.0,34134
1,0-1-1,0:56:22,0.22,0.24,102,29.39,442.0,34139
1,0-1-1,0:56:25,0.22,0.24,88,29.42,441.0,34139
1,0-1-1,0:56:28,0.22,0.24,94,29.46,440.0,34142
1,0-1-1,0:56:31,0.22,0.24,103,29.51,440.0,34139
1,0-1-1,0:56:35,0.21,0.24,107,29.48,438.0,34158
1,0-1-1,0:56:38,0.21,0.24,99,29.48,436.0,34155
1,0-1-1,0:56:41,0.22,0.24,91,29.4,434.0,34163
1,0-1-1,0:56:44,0.22,0.24,106,29.43,436.0,34154
1,0-1-1,0:56:47,0.22,0.24,60,29.48,443.0,34167
1,0-1-1,0:56:51,0.22,0.24,100,29.49,444.0,34202
1,0-1-1,0:56:54,0.22,0.24,8,29.49,441.0,34203
1,0-1-1,0:56:57,0.22,0.24,98,29.47,442.0,34199
1,0-1-1,0:57:0,0.22,0.24,9,29.48,443.0,34202
1,0-1-1,0:57:3,0.22,0.24,98,29.43,443.0,34215
1,0-1-1,0:57:6,0.22,0.24,97,29.49,441.0,34214
1,0-1-1,0:57:10,0.22,0.24,97,29.48,440.0,34227
1,0-1-1,0:57:13,0.22,0.24,94,29.52,441.0,34239
1,0-1-1,0:57:16,0.22,0.24,101,29.46,443.0,34238
1,0-1-1,0:57:19,0.22,0.24,92,29.37,442.0,34243
1,0-1-1,0:57:22,0.22,0.24,91,29.42,439.0,34246
1,0-1-1,0:57:25,0.22,0.24,106,29.39,438.0,34243
1,0-1-1,0:57:29,0.22,0.24,62,29.41,439.0,34239
1,0-1-1,0:57:32,0.22,0.24,98,29.41,441.0,34230
1,0-1-1,0:57:35,0.22,0.24,8,29.39,440.0,34231
1,0-1-1,0:57:38,0.22,0.24,110,29.39,438.0,34234
1,0-1-1,0:57:41,0.22,0.24,10,29.35,439.0,34247
1,0-1-1,0:57:44,0.22,0.24,102,29.35,437.0,34247
1,0-1-1,0:57:48,0.22,0.24,82,29.32,435.0,34246
1,0-1-1,0:57:51,0.22,0.24,99,29.25,436.0,34247
1,0-1-1,0:57:54,0.22,0.24,95,29.26,436.0,34246
1,0-1-1,0:57:57,0.21,0.24,99,29.28,438.0,34267
1,0-1-1,0:58:0,0.22,0.24,91,29.25,439.0,34251
1,0-1-1,0:58:3,0.22,0.24,98,29.25,439.0,34242
1,0-1-1,0:58:7,0.22,0.24,94,29.22,438.0,34243
1,0-1-1,0:58:10,0.22,0.24,85,29.28,437.0,34254
1,0-1-1,0:58:13,0.22,0.24,100,29.25,437.0,34267
1,0-1-1,0:58:16,0.22,0.24,6,29.24,437.0,34267
1,0-1-1,0:58:19,0.22,0.24,31,29.23,436.0,34266
1,0-1-1,0:58:23,0.22,0.24,29,29.21,435.0,34259
1,0-1-1,0:58:26,0.22,0.24,92,29.26,434.0,34254
1,0-1-1,0:58:29,0.22,0.24,66,29.17,434.0,34259
1,0-1-1,0:58:32,0.22,0.24,111,29.08,433.0,34263
1,0-1-1,0:58:35,0.22,0.24,99,29.11,434.0,34270
1,0-1-1,0:58:38,0.22,0.24,94,29.05,434.0,34263
1,0-1-1,0:58:42,0.22,0.24,80,29.11,433.0,34258
1,0-1-1,0:58:45,0.22,0.24,89,29.07,433.0,34263
1,0-1-1,0:58:48,0.22,0.24,94,29.11,434.0,34243
1,0-1-1,0:58:51,0.22,0.24,74,29.11,435.0,34238
1,0-1-1,0:58:54,0.22,0.24,85,29.11,435.0,34231
1,0-1-1,0:58:57,0.22,0.24,8,29.13,435.0,34238
1,0-1-1,0:59:1,0.22,0.24,95,29.13,436.0,34231
1,0-1-1,0:59:4,0.22,0.24,13,29.16,437.0,34223
1,0-1-1,0:59:7,0.22,0.24,87,29.13,437.0,34226
1,0-1-1,0:59:10,0.22,0.24,89,29.11,437.0,34219
1,0-1-1,0:59:13,0.22,0.24,111,29.04,435.0,34210
1,0-1-1,0:59:16,0.22,0.24,62,29.09,435.0,34207
1,0-1-1,0:59:20,0.22,0.24,11,29.03,436.0,34207
1,0-1-1,0:59:23,0.22,0.24,8,29.07,436.0,34202
1,0-1-1,0:59:26,0.22,0.24,11,29.04,434.0,34207
1,0-1-1,0:59:29,0.22,0.24,9,29.07,435.0,34198
1,0-1-1,0:59:32,0.22,0.24,96,29.05,435.0,34195
1,0-1-1,0:59:35,0.22,0.24,91,29.12,436.0,34187
1,0-1-1,0:59:39,0.22,0.24,11,29.03,437.0,34186
1,0-1-1,0:59:42,0.22,0.24,92,29.09,437.0,34179
1,0-1-1,0:59:45,0.22,0.24,17,29.07,438.0,34166
1,0-1-1,0:59:48,0.22,0.24,91,29.08,438.0,34167
1,0-1-1,0:59:51,0.22,0.24,91,29.12,438.0,34163
1,0-1-1,0:59:54,0.22,0.24,93,29.11,439.0,34158
1,0-1-1,0:59:58,0.22,0.24,74,29.11,439.0,34159
1,0-1-1,1:0:1,0.22,0.24,100,29.06,439.0,34162
1,0-1-1,1:0:4,0.22,0.24,92,29.0,439.0,34155
1,0-1-1,1:0:7,0.22,0.24,96,29.02,440.0,34151
1,0-1-1,1:0:10,0.22,0.24,99,29.04,441.0,34146
1,0-1-1,1:0:13,0.22,0.24,52,29.03,442.0,34167
1,0-1-1,1:0:17,0.22,0.24,95,29.07,441.0,34170
1,0-1-1,1:0:20,0.22,0.24,16,29.08,440.0,34167
1,0-1-1,1:0:23,0.22,0.24,90,29.09,439.0,34167
1,0-1-1,1:0:26,0.22,0.24,10,29.14,439.0,34166
1,0-1-1,1:0:29,0.22,0.24,94,29.1,440.0,34155
1,0-1-1,1:0:32,0.22,0.24,86,29.14,440.0,34158
1,0-1-1,1:0:36,0.22,0.24,96,29.12,442.0,34143
1,0-1-1,1:0:39,0.22,0.24,93,29.11,442.0,34147
1,0-1-1,1:0:42,0.22,0.24,92,29.06,442.0,34150
1,0-1-1,1:0:45,0.22,0.24,98,29.05,443.0,34155
1,0-1-1,1:0:48,0.22,0.24,91,29.12,444.0,34146
1,0-1-1,1:0:51,0.22,0.24,103,29.1,444.0,34139
1,0-1-1,1:0:55,0.22,0.24,41,29.11,443.0,34147
1,0-1-1,1:0:58,0.22,0.24,91,29.12,443.0,34150
1,0-1-1,1:1:1,0.22,0.24,5,29.15,444.0,34143
1,0-1-1,1:1:4,0.22,0.24,105,29.09,445.0,34142
1,0-1-1,1:1:7,0.22,0.24,11,29.13,445.0,34135
1,0-1-1,1:1:10,0.22,0.24,98,29.13,447.0,34135
1,0-1-1,1:1:14,0.22,0.24,92,29.09,446.0,34126
1,0-1-1,1:1:17,0.22,0.24,95,29.17,446.0,34139
1,0-1-1,1:1:20,0.22,0.24,87,29.15,447.0,34150
1,0-1-1,1:1:23,0.22,0.24,91,29.11,447.0,34155
1,0-1-1,1:1:26,0.22,0.24,100,29.12,446.0,34155
1,0-1-1,1:1:29,0.22,0.24,96,29.05,448.0,34162
1,0-1-1,1:1:33,0.22,0.24,100,29.12,448.0,34159
1,0-1-1,1:1:36,0.22,0.24,43,29.12,450.0,34162
1,0-1-1,1:1:39,0.22,0.24,95,29.11,450.0,34159
1,0-1-1,1:1:42,0.22,0.24,11,29.08,450.0,34155
1,0-1-1,1:1:45,0.22,0.24,89,29.11,450.0,34150
1,0-1-1,1:1:48,0.22,0.24,24,29.06,450.0,34139
1,0-1-1,1:1:52,0.22,0.24,97,29.08,450.0,34150
1,0-1-1,1:1:55,0.22,0.24,89,29.15,450.0,34155
1,0-1-1,1:1:58,0.22,0.24,91,29.12,450.0,34163
1,0-1-1,1:2:1,0.22,0.24,77,29.12,449.0,34150
1,0-1-1,1:2:4,0.22,0.24,87,29.11,448.0,34167
1,0-1-1,1:2:7,0.22,0.24,93,29.14,447.0,34166
1,0-1-1,1:2:11,0.22,0.24,89,29.15,448.0,34167
1,0-1-1,1:2:14,0.22,0.24,102,29.14,448.0,34175
